1,1
2,1
3,1
4,"1,3"
5,1
6,1
7,3
8,"2,3"
9,1
10,"2,7"
11,1
12,"3,7"
13,5
14,1
15,3
16,"1,15"
17,5
18,"1,17"
19,3
20,"2,3"
21,"1,10"
22,5
23,1
24,"8,12"
25,9
26,1
27,"1,20"
28,3
29,1
30,1
31,11
32,"1,15"
33,1
34,"1,19"
35,1
36,6
37,9
38,7
39,1
40,1
42,19
43,3
44,"4,26"
45,9
46,"2,10"
47,13
48,15
49,10
50,11
51,1
52,"2,29"
53,1
54,9
55,17
56,"4,14"
57,9
58,17
59,"4,15"
60,"2,38"
61,"1,10"
62,5
63,31
64,"3,5"
